roi_id,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,FDOPA,GABAa-bz,M1,MU,NAT,NMDA,VAChT,mGluR5
117.0,31.46153,19.726372,3.5179904,0.15876111,0.39506444,1.9815135,9.880655,1.2055777,14.393001,0.7976806,28.437155,32.532234,307.77164,3.606847,12.596923,5.204951,7.124791,10.757045,2.34168
119.0,26.807457,2.16508,0.0,0.0,-0.005362555,4.785302,9.344926,1.1235838,6.577,0.69402575,34.718258,33.11055,73.514114,1.3322757,4.4864783,3.5979588,6.5675335,12.108417,1.6666727
121.0,12.602619,2.8920338,11.985844,0.5223406,0.34190255,0.49693072,8.946764,1.1171784,9.554001,0.49281585,28.015062,23.31372,462.36853,3.1160374,2.8920972,1.785889,6.120353,9.393786,1.7232804
123.0,30.036316,4.2276344,0.0,0.0,0.3464435,0.70872957,7.6792755,1.3865885,8.5390005,1.3557936,25.15489,31.68125,0.0,3.3493745,10.186606,0.70500517,5.357469,9.575477,2.1201873
124.0,39.84802,26.557127,22.021757,0.89228654,0.5504564,6.372917,9.7438,1.3057011,15.727001,0.9966507,29.037533,32.493282,502.99585,4.0477495,10.760298,7.349645,8.17602,13.052037,2.6058185
125.0,28.82626,6.3036222,36.265877,1.6008155,0.55788016,1.8180647,9.625738,1.4203243,10.178,1.3667535,25.00251,30.0452,473.33716,4.182972,11.152163,4.634154,6.43561,11.719958,2.493341
126.0,49.331646,1.5877672,0.0,0.0,0.09585459,5.4335766,9.113174,1.1973972,14.765501,0.803663,32.04094,35.742912,264.68753,2.061782,7.403592,3.6423154,5.411084,10.575293,2.0359843
127.0,53.596607,9.514875,0.0,0.0,0.4608273,3.6774805,9.438011,1.3728321,20.796001,1.4583144,31.365898,36.427597,0.0,4.0975685,12.208049,6.015625,7.028415,10.543251,2.440985
128.0,46.23707,14.319699,24.516499,1.1197193,0.5387118,5.8546147,8.861095,1.4418015,15.375501,1.6821482,27.946491,37.92581,533.93884,3.8671172,15.714793,6.361,7.1145163,11.792557,2.4698014
129.0,32.13446,16.097168,19.321493,0.882669,0.53806317,4.709837,9.368776,1.2582872,11.523001,1.1658044,30.316002,34.791542,648.3238,3.4973493,9.716223,7.3542347,6.428788,11.538219,2.2726107
130.0,45.31388,27.634214,41.9777,1.8668774,0.5814962,4.964172,9.754281,1.3278849,18.272001,1.4638476,29.372768,35.99611,744.72156,4.1405773,14.834126,6.6825166,7.7953787,11.574875,2.6926143
132.0,27.950378,2.1921816,0.0,0.0,0.5405529,0.0,9.339877,1.4341912,11.376,1.6197727,25.613554,34.36605,0.0,4.128957,9.478264,2.9195604,5.4667287,9.3252735,2.2953653
133.0,26.76931,6.240597,0.0,0.0,0.5971005,0.087382935,10.094984,1.4211345,8.93,1.5671637,24.610893,30.349335,1.0533302,4.3853235,12.518054,5.3431377,6.4336615,10.099723,2.510616
134.0,44.309822,14.534532,0.0,0.0,0.48582137,1.5945921,9.237565,1.3748603,15.238001,1.6277084,26.89507,33.434162,0.0,4.09119,14.994017,4.434267,6.7779865,9.978481,2.3742518
136.0,41.44719,14.144426,0.0,0.0,0.47573736,1.4069033,9.32417,1.3483063,14.024001,1.4958601,29.531242,36.32272,0.0,4.1479073,13.358336,5.8257155,6.5939684,10.253982,2.375343
137.0,25.437176,0.53655314,24.95471,1.0699333,0.5597893,0.9690358,9.994949,1.3988976,8.191,1.3792505,24.77394,27.033789,218.29784,4.40295,12.567506,4.5942783,5.97219,10.468659,2.631041
138.0,32.718895,14.762552,1.184835,0.060036827,0.49300623,2.5406659,9.567078,1.287566,13.776501,1.1105009,29.202103,35.393826,152.68903,3.7507663,10.555241,5.5796423,6.963361,10.348084,2.4409008
139.0,35.688343,19.876106,14.442493,0.6693709,0.5607236,4.0585356,9.740278,1.3010287,13.056001,1.1103349,29.564766,33.859653,578.421,3.9536562,11.592144,5.262362,7.2687407,11.478142,2.404909
140.0,41.512802,23.190369,37.633064,1.646661,0.5620789,3.5953748,10.392284,1.3977363,15.3605,1.2444957,26.250504,32.578682,709.33386,4.544254,13.639233,5.727418,7.4878182,11.043477,2.7503512
141.0,34.75753,21.150303,32.532787,1.3317335,0.4963398,3.1735497,10.190592,1.2831206,13.795001,0.9186764,27.620398,35.04025,535.35425,3.717759,11.5388975,4.826185,7.1712637,10.3535185,2.4493227
142.0,23.241371,14.834609,15.28822,0.5411004,0.48798868,2.7989914,9.932388,1.2270848,9.8225,0.6854662,26.933165,31.73219,578.2964,3.8893466,5.31383,4.8064365,7.308821,10.015532,2.2590537
143.0,14.903714,0.5320568,30.201881,1.1838378,0.40862268,1.3871684,10.191248,1.3701606,5.8765,0.9185926,23.4909,23.099474,757.44995,4.225768,7.268752,4.28113,6.1491823,10.098513,2.5046492
144.0,30.70162,22.689455,1.1521927,0.05158178,0.5312814,1.7264334,10.575433,1.2945675,14.292001,0.931388,25.477936,32.99668,367.74738,4.31129,11.326271,6.1874747,7.01523,10.403737,2.389823
145.0,28.65383,25.445343,12.647274,0.49333394,0.55251217,1.6823329,11.065762,1.3492614,12.9025,0.9575769,24.549942,31.213808,405.13098,4.522788,10.12767,6.3579836,7.3531165,10.106468,2.37044
146.0,29.407635,22.314192,0.0,0.0,0.50757915,1.7571723,10.53469,1.3036928,12.061001,0.84999406,27.254686,34.25518,402.85117,4.1471896,7.3374043,4.997628,7.602532,10.430935,2.3756459
147.0,21.601002,2.1781654,33.53972,1.4034183,0.45208544,2.1525836,10.776235,1.5213417,7.3,0.9842255,24.53318,25.382755,621.5845,4.3018417,14.195551,2.7369688,4.3149705,10.921706,2.628672
148.0,15.094456,0.46859226,29.528511,1.3232865,0.21105906,1.5510142,9.497065,1.376204,-0.003,0.8441314,23.164806,22.5766,624.14874,3.446631,8.685225,4.0159745,3.5572271,9.7934885,2.39184
149.0,10.573137,0.38454056,18.635368,0.82320464,0.12855667,0.79592705,7.8838444,1.3447062,-0.003,0.61411136,20.754154,17.710396,624.0787,2.994739,5.4998693,3.1877446,2.9457297,8.653664,2.1160498
150.0,30.271309,15.598504,21.521704,0.917185,0.48260626,1.9161594,9.955271,1.3031919,13.873001,0.93556535,25.380413,32.68505,536.69385,3.5920959,12.199245,5.1403456,7.1793375,10.282591,2.4835608
151.0,5.9068575,0.31401673,25.639996,1.0811615,0.11511094,0.9515823,7.1546307,1.3456165,-0.003,0.51168346,21.445961,18.675247,708.31226,2.9865808,3.472134,2.8294423,2.8464966,8.868624,2.3910332
152.0,0.0,0.16786975,18.765642,0.7682944,0.040149547,0.8864487,6.695676,1.2766874,-0.003,0.31257623,0.0,0.0,568.3606,2.6931438,0.21106394,-0.073417164,2.3599544,7.8717422,1.9339958
153.0,32.390823,13.411634,4.173906,0.13092789,0.2980464,6.022482,9.520906,1.2224307,19.394001,0.69938624,28.592583,31.949432,629.57513,3.080114,6.322652,4.764468,7.0205016,10.68865,2.240828
154.0,28.511917,9.676167,4.537792,0.29189947,0.44764137,1.3427713,10.396072,1.3191376,17.2085,0.9675583,29.941147,30.708908,559.9049,3.7987988,7.3154755,4.23124,6.841402,10.575384,2.33203
155.0,62.675865,4.940526,0.07745013,0.0,0.39617407,2.9847102,9.449892,1.4014909,16.477001,1.2397074,33.099983,34.360058,79.50222,3.6803591,7.983601,5.729985,6.0910287,11.723843,2.448472
156.0,20.06592,0.5223835,22.607702,0.88135177,0.4733472,1.2004701,9.688145,1.2634465,5.875,0.8148673,23.938896,25.149033,216.99036,3.788653,6.851647,6.3048787,5.846674,10.237883,2.3517895
157.0,37.64153,22.266602,34.477257,1.4189134,0.5445088,5.5697784,9.739307,1.2344234,14.097,1.0134914,28.688581,34.94436,767.50525,3.8955188,10.28963,6.668887,7.4282627,10.749884,2.4700446
158.0,26.079594,18.31326,21.275301,0.7425376,0.43255937,1.5043592,9.9904,1.2675639,9.047501,0.79466176,25.7446,30.914164,745.2041,4.2605824,3.4039338,4.765822,7.4062366,9.931519,2.350945
159.0,28.290659,8.647136,31.21468,1.2839239,0.46078533,1.6494253,10.317769,1.3659682,10.462001,0.94762146,24.463085,28.56796,758.4696,4.138317,8.795074,5.075834,7.139313,10.793937,2.5849497
160.0,17.050692,3.9191332,11.382182,0.5255195,0.47279048,0.45562184,9.603142,1.2118591,12.467001,0.78208804,29.278292,24.456858,641.28143,3.6197977,4.5880356,1.925709,6.89795,10.014438,1.9913301
161.0,21.329386,12.915773,6.899251,0.2737369,0.5281694,2.1733046,10.510788,1.2799457,12.649,0.66824424,30.567427,34.61026,643.2772,3.8443766,9.172316,5.3625736,6.8268194,10.929085,2.3570745
162.0,37.003693,22.909658,21.09251,0.7768019,0.5834909,6.4895144,10.868376,1.4621185,21.138,0.9713867,29.5221,36.211853,658.58417,4.918694,15.50749,6.597125,7.960548,12.046326,2.7513282
163.0,39.411602,11.752722,0.35541153,0.0054791323,0.38141724,4.4958053,10.215939,1.3593717,18.528002,1.0230514,30.506475,36.265785,463.69305,3.156553,10.563441,6.296324,7.2880626,10.547526,2.34963
164.0,43.174538,14.212198,0.0,0.0,0.38779065,8.638698,9.147726,1.4759513,25.118002,1.1778806,36.031773,43.687943,0.0,4.041119,19.258728,2.5967271,7.485095,11.816861,2.5958953
167.0,49.978638,16.711348,3.008452,0.30454898,0.64929557,12.02891,10.12001,1.4506519,23.0685,2.1567912,35.919014,36.889046,436.00687,4.69322,17.259426,7.945217,7.531759,16.124992,2.5319226
168.0,28.363903,7.948186,40.786476,2.4692678,0.38797805,9.920846,10.322814,1.1366372,16.316,1.1336725,34.608543,35.294945,816.3717,2.670867,12.668765,9.087017,7.5354085,14.366454,2.3426936
169.0,20.232246,12.2964115,22.733782,0.8658556,0.38184348,2.4586625,10.493677,1.1701012,9.875,0.67794806,33.23255,36.420105,463.32678,2.1601083,10.609396,6.0410814,6.813283,11.778262,2.224062
170.0,0.0,0.25415635,0.0,0.0,0.1497044,0.6471903,9.993361,1.3205321,-0.003,0.54926,0.0,0.0,0.0,3.3352323,0.4135488,-0.103468224,2.44502,7.9198365,2.0366755
171.0,31.076998,29.511267,7.1961603,0.28698125,0.5669277,3.230914,11.238251,1.4789107,15.898001,0.9484062,25.508411,30.44672,61.11861,4.23757,16.76524,3.6863668,7.04177,11.435649,2.5220115
173.0,40.549942,21.109602,6.093916,0.26174203,0.5210802,8.230211,9.163513,1.3664533,17.424002,1.2083948,31.752943,32.478302,381.23587,4.063533,9.617316,7.659587,7.3637414,14.03897,2.4326913
174.0,32.1543,25.468775,2.5990162,0.032724343,0.5139639,6.9290924,9.882004,1.1949438,16.325,0.86647415,30.90571,32.50227,331.87482,3.3236196,6.8410916,7.817985,8.060364,13.284828,2.487294
175.0,16.476944,0.4718253,41.07019,1.7620709,0.43191278,1.5871973,9.985328,1.4437319,1.4465001,1.1095977,24.382324,25.297356,418.65247,4.276596,6.4991503,2.7417388,3.7572317,10.926125,2.2716954
176.0,50.817894,16.100971,25.438316,1.1844761,0.54433256,5.4615417,8.982256,1.392151,19.837502,1.5845804,30.037144,38.625473,519.36914,3.7666397,15.987211,7.5492463,7.4443407,11.2706585,2.428565
177.0,27.533798,7.65928,0.0,0.0,0.5674459,0.07335098,9.831617,1.4229181,13.191001,1.6219778,25.645554,32.83787,0.0,4.306491,13.398993,4.4142847,6.3641806,9.855415,2.492467
178.0,50.462357,8.028287,20.130133,0.91429305,0.44511065,7.987783,8.79757,1.4312654,16.722,1.6075256,31.286661,35.5826,480.8041,3.5160306,15.386186,6.3414474,6.6485147,11.154149,2.1471956
179.0,31.910154,25.541725,13.237583,0.66891396,0.5357601,4.98181,11.038457,1.406535,18.541,1.0593746,30.162096,38.620983,538.306,4.3418627,19.719181,6.862352,7.4713206,12.673564,2.6282816
180.0,38.39076,22.857483,14.65935,0.6157756,0.5379197,7.8055363,10.439907,1.5307305,21.362001,1.18226,30.378475,41.130493,410.55795,4.070491,23.075096,7.86489,7.5850325,12.925753,2.8042238
181.0,17.346722,27.704292,2.67761,0.07608147,0.42873922,5.7840204,9.266198,1.1094874,15.235001,0.43847388,28.891247,32.451332,160.42645,4.171751,0.10579831,5.6710114,7.2821264,9.367055,2.176265
182.0,38.084045,21.565817,32.428524,1.321288,0.577722,4.5619864,10.560767,1.235543,15.962001,1.1378475,30.134668,35.432777,681.6689,4.1306186,9.7884245,7.5599456,7.7463355,10.524256,2.4649062
183.0,22.266304,15.679743,0.8614357,0.024042012,0.42643794,2.6429029,9.851217,1.1675702,9.153001,0.622201,27.309544,32.90679,616.301,3.7732816,3.3291306,5.5367427,6.750823,9.788534,2.1925695
184.0,21.161535,19.502449,3.6636467,0.15068029,0.36617422,4.7563095,9.32093,1.1365271,14.9210005,0.5371871,28.312202,32.57119,541.06604,4.074491,0.14384048,5.7779617,7.211281,9.375122,2.1852198
185.0,23.79528,16.866398,7.071079,0.362915,0.39244974,2.3952818,9.683903,1.2053332,11.484501,0.663888,26.59488,32.0573,611.12494,3.919118,1.3488998,5.538512,6.9306307,9.471409,2.1644778
186.0,20.947905,10.865987,8.423451,0.34924987,0.39676216,1.4815423,9.852326,1.2154534,9.202001,0.7236569,27.925158,31.282724,515.6165,3.706435,2.218041,4.290325,6.5427856,9.145772,2.1399052
187.0,21.503342,11.779155,4.1150317,0.29522797,0.45665792,0.3395468,10.165247,1.2678988,16.288,0.87709296,30.061525,33.311306,554.08514,3.6930108,4.552935,7.274128,7.2467275,9.385465,2.2170877
188.0,19.04355,17.92098,8.7702265,0.3357106,0.28606158,3.1863422,10.410819,1.1787629,8.762,0.46796393,24.807463,31.195827,442.50745,2.9965935,5.589011,9.911727,6.4380693,12.203667,2.018281
189.0,20.206305,18.14714,4.4384694,0.1942623,0.32301575,3.088473,10.50397,1.1713047,8.869,0.5460264,24.898891,30.284914,473.0191,3.416,4.2280803,8.387958,6.2318935,11.480903,2.048119
190.0,23.69457,19.885252,1.712698,0.06958282,0.3686351,1.2939848,11.264607,1.2882168,7.8830004,0.6103445,23.53052,26.728151,421.0294,3.8068607,10.254112,6.993926,6.8095946,11.610839,2.2094593
191.0,29.37254,23.620068,1.2061297,0.04618479,0.47274774,1.9207706,11.821451,1.2613657,11.422001,0.70115936,27.801731,32.656586,640.83594,3.5075436,12.431953,5.359619,7.2795105,11.88284,2.3286996
192.0,18.245491,13.548101,17.15381,0.63918895,0.2076781,1.1176889,10.208448,1.298085,0.36150002,0.4408123,23.228806,22.023758,676.262,3.5815272,9.086916,7.409605,5.4556093,9.986476,2.1725519
193.0,16.660053,8.010146,4.07722,0.1440869,0.3606744,1.5739654,9.403018,1.1784383,7.1600003,0.63772285,23.22576,29.002441,712.13794,3.7376666,0.78982025,4.9326367,6.4618764,9.643083,2.1647384
194.0,18.674276,6.8374825,0.14040467,0.0005609039,0.08346593,7.0797663,8.928829,0.98787457,14.408001,0.22149888,30.667997,32.079777,300.3125,1.9149641,7.053832,-0.039868478,6.665471,12.268094,2.0329697
195.0,24.777979,19.008865,28.784119,0.9718554,0.5180314,3.5201025,10.25281,1.2155495,14.181001,0.691183,26.695452,33.89561,802.8238,4.0744686,6.893937,6.948164,6.9825563,10.094849,2.3532267
196.0,24.515518,16.61821,10.929495,0.42440844,0.45195997,1.3263468,11.064959,1.277677,11.811001,0.9022208,24.29242,27.519209,595.9067,4.629796,5.8213897,5.281456,5.885373,9.477311,2.2682285
197.0,27.648243,20.644394,6.275493,0.23436068,0.51078534,1.8261483,10.749209,1.2518888,10.210501,0.82930434,25.499268,32.99069,429.14545,4.279546,8.275522,5.0922565,7.1265745,9.679714,2.2449448
198.0,42.918182,13.850709,0.015460593,4.3262866e-05,0.4721919,3.3265176,10.269245,1.3857195,19.346,1.3806515,29.976192,37.820934,441.22583,3.8958223,11.585785,7.4688973,7.101491,9.935598,2.3180182
199.0,25.711843,22.692259,0.0,0.0,0.3882368,1.7914364,10.018466,1.1269042,8.021,0.6655282,29.436768,35.15711,385.05103,3.1309662,3.5862126,1.9750297,7.491515,9.36308,2.0230775
200.0,22.737816,7.693076,24.524624,0.88110054,0.31876573,1.059747,9.448589,1.1769806,10.055,0.74647415,26.338882,28.377686,483.6547,3.363689,5.6862826,4.6054306,6.8825245,9.68271,2.3356116
201.0,14.780114,0.42037314,0.0,0.0,0.08298161,0.042742927,7.2486863,1.1500818,2.7770002,0.55674446,24.920225,25.35279,0.0,3.7383697,2.366623,5.306986,5.9969907,9.607282,2.265839
202.0,27.945797,5.525514,0.0,0.0,0.19073662,0.0012672101,7.5249643,1.2418907,5.0725,0.9288092,25.598316,30.100634,186.19373,3.552752,5.8546457,5.5877066,5.2902145,8.606184,2.2271442
203.0,34.745323,14.771675,30.853395,1.3178508,0.46580425,1.5452062,10.017881,1.3057793,12.098001,1.1102625,26.389168,30.272926,518.9182,4.7506447,10.102844,8.374774,7.432403,10.558326,2.6389234
204.0,39.872433,21.353096,10.230997,0.4439533,0.52868253,9.28871,10.58537,1.3194779,22.481,1.0568578,32.283226,31.489477,479.3879,4.645269,9.624454,11.578263,7.433285,12.448834,2.64522
205.0,16.315195,0.46633986,29.913118,1.286449,-0.09534156,1.3774172,5.3297405,1.3134507,2.756,0.24155138,24.335085,24.777475,331.87082,3.49423,10.344081,2.5950959,3.7182524,8.887393,2.497631
206.0,20.19715,20.280462,18.590462,0.6871175,0.37031722,1.0255371,10.738278,1.2759681,-0.003,0.6148772,17.971697,21.888918,568.76685,3.5657773,11.349987,6.2318516,5.543462,8.662691,2.0625741
207.0,31.720938,16.578363,24.70889,0.9565792,0.5180658,3.5302825,10.461559,1.3366522,15.060001,0.79893214,26.533928,35.937675,476.3039,4.4439697,12.307231,6.8551884,7.1698995,10.830372,2.3466077
208.0,30.539871,16.727022,31.227085,1.3514614,0.4660019,1.6029854,10.137875,1.3379818,14.488001,1.0693593,26.788403,30.605532,482.30023,4.258458,13.240389,5.1079383,6.3745937,10.832077,2.576833
209.0,27.591784,18.101774,25.249538,1.0807413,0.5327734,2.285012,10.270555,1.2600527,11.0720005,0.7663455,23.04595,35.249996,716.0356,4.171424,10.147097,7.383068,6.9651737,10.070025,2.400407
210.0,31.16245,20.946217,33.49723,1.2936478,0.6186541,5.784794,10.744305,1.3169868,20.619001,0.77745855,29.199055,36.706264,605.494,4.6051173,11.743644,8.787128,8.078531,10.985807,2.658957
211.0,22.15949,8.996965,14.849898,0.55685216,0.34984335,4.7870383,9.455855,1.1424413,20.488,0.48995578,30.052383,33.305313,434.39188,3.0852096,8.672477,5.623059,7.544677,9.76738,2.275905
212.0,37.806328,22.511824,0.28268337,0.0030267104,0.44944072,8.075197,11.084063,1.4008725,22.738503,0.87818754,30.550665,36.839603,460.3183,4.1691875,17.143715,6.2895412,7.7003846,13.194685,2.7810268
213.0,29.329813,16.87332,0.0,0.0,0.3038815,5.8937464,9.196165,1.1336954,20.126,0.44854793,30.32819,34.9938,33.704407,2.951939,9.698238,4.4141927,7.0781903,11.243092,2.3400934
214.0,38.309883,24.254951,0.05815945,0.0023621116,0.56155795,7.51935,11.057716,1.3486438,25.119001,0.81332934,30.523237,37.72355,322.99286,4.4749665,15.948406,6.635705,8.093614,12.152478,2.8589365
215.0,25.644705,17.773,0.0,0.0,0.34778976,5.096591,10.155523,1.1954799,19.743,0.55985117,30.817331,36.331707,456.30475,2.959755,13.418241,6.9823494,6.9603267,11.617259,2.4303906
216.0,24.286629,12.404081,25.12644,1.0259856,0.35821518,3.1249304,9.589123,1.2194242,8.178,0.5071242,23.681376,35.026764,452.40814,3.457394,6.811879,7.8263984,6.073037,11.220741,2.0842004
217.0,22.562334,11.121946,13.275202,0.5442016,0.33799997,2.25074,9.881629,1.2338367,10.459001,0.55330586,27.455828,34.186264,504.7659,3.3108208,9.619581,5.4970155,6.422207,10.77277,2.1549714
218.0,29.950865,18.047327,4.1862917,0.2056042,0.41889337,4.8165636,10.297854,1.2969344,18.943,0.6687772,29.436768,35.474728,467.33624,3.906054,13.610588,7.008687,7.2087917,11.821247,2.506568
219.0,0.0,-0.0013455465,8.091583,0.34957272,0.15366209,0.67411995,8.67948,1.2147304,-0.003,0.5034546,0.0,0.0,614.2399,3.585074,0.28390104,-0.04517194,3.305932,6.8743477,1.6699432
220.0,25.125889,16.779251,18.357235,0.7278475,0.37674302,5.700865,10.781162,1.3202055,12.535501,0.6131759,28.805916,35.416298,498.498,3.6932142,12.254605,9.360174,6.7974873,12.6620865,2.1923654
221.0,26.854763,18.473988,2.0342317,0.16927476,0.334664,5.703679,11.0170765,1.3262842,14.950001,0.6770992,29.66229,36.30324,554.57605,3.5138223,15.893745,8.434044,6.5963783,13.57172,2.3046908
222.0,11.825922,5.7454777,5.5286474,0.23178318,0.18617643,0.5349227,9.095352,1.2351458,-0.003,0.64508986,19.16331,19.872322,533.4918,3.6712594,6.1465464,1.3441163,3.7782028,7.463626,1.7900152
223.0,27.280497,18.985514,15.074138,0.6004068,0.3997584,2.253572,10.806809,1.2693828,11.832001,0.63993275,24.07604,35.855274,341.80023,3.6134567,13.687344,8.0963745,6.7819705,11.722299,2.2272804
224.0,19.853817,19.91719,7.82777,0.2913868,0.3741135,0.8160411,10.523865,1.2655256,1.5140002,0.59333396,19.399498,22.109154,416.00906,3.522628,12.663097,6.4810915,4.8240786,8.792007,2.0912971
225.0,22.995697,15.387889,20.305939,0.85869306,0.4396214,0.9804621,10.052489,1.2716424,7.7240005,0.77139634,19.684448,33.413185,633.19666,4.0208077,10.301291,5.8230577,5.901698,9.281051,2.249595
226.0,0.0,-0.008134145,12.854203,0.52079284,-0.07522532,0.53593737,6.384679,1.1555692,-0.003,0.27638292,0.0,0.0,568.0421,2.5574405,0.24782291,-0.1332305,2.0883467,6.919056,1.7512685
227.0,12.205878,3.6521795,16.178192,0.66581786,0.16590692,0.72165143,7.840811,1.2106884,-0.003,0.5232676,20.27111,19.388397,513.505,3.5597563,4.550764,2.320861,3.2786021,7.016602,1.7382228
228.0,27.025665,18.73204,0.88319886,0.038194623,0.4695292,0.68836784,10.607746,1.262681,10.9505005,0.809995,23.655472,30.075163,318.0776,4.2343197,8.938255,5.8790474,6.8910265,9.955172,2.189804
229.0,10.419019,4.3682146,19.528763,0.81352013,0.091546625,0.6878621,8.898006,1.2308363,-0.003,0.58707803,19.178547,23.498001,522.775,3.8355436,5.1451635,2.1020901,5.1700387,7.7879796,2.0424225
230.0,19.675283,15.272533,14.611938,0.56295174,0.36291584,0.8035036,10.503602,1.2419796,6.4550004,0.7738911,21.247868,24.124254,544.9943,3.8980398,7.70854,3.9980571,4.844791,8.693581,2.1249678
231.0,8.297983,0.19453685,12.796406,0.57355016,-0.0674917,0.6187637,6.5882673,1.1850195,-0.003,0.10440916,20.19035,16.453396,532.68567,2.6754766,0.40886456,1.4535711,3.2718909,7.0432134,1.6859571
232.0,26.425978,16.546017,1.8772066,0.076264516,0.39749527,2.2519865,10.295325,1.2406809,12.608001,0.74752045,25.91679,31.983889,459.57083,3.8068109,10.221818,6.456484,6.624226,10.684475,2.2023983
233.0,17.502365,15.957576,5.7102146,0.2621252,0.20484814,2.476577,10.274882,1.0768963,10.193001,0.36617196,28.610868,32.35245,311.26086,2.01907,4.278662,7.1373177,6.5343494,13.591464,1.9338669
234.0,11.621448,12.748489,7.732018,0.29115406,0.09298979,0.60034764,9.210515,1.2261395,-0.003,0.28239796,21.769007,18.73068,521.9152,2.8681507,6.073161,8.740172,5.696768,8.742461,1.8597916
235.0,20.509964,16.222744,1.7212914,0.06394963,0.29350162,1.0281432,10.267681,1.1840569,7.9500003,0.4607595,20.645966,30.91716,322.47452,2.9495358,9.838331,8.713388,6.297388,11.795615,2.0135045
